Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Maintenance/Setting and Privacy""))",Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.002s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.002s,NOT_RUN
"click(findTestObject(""Maintenance/Setting - Privacy and safety""))",Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Setting - Notification""))",Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.002s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.007s,NOT_RUN
"click(findTestObject(""Maintenance/Setting - Content preferences""))",Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.011s,NOT_RUN
"click(findTestObject(""Maintenance/Setting - Display""))",Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.002s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.002s,NOT_RUN
"click(findTestObject(""Maintenance/Setting - Data Usage""))",Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.002s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.008s,NOT_RUN
"click(findTestObject(""Maintenance/Setting - Accessibility""))",Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Setting - About Twitter""))",Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Button Home""))",Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.002s,NOT_RUN
delay(15),Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:36,0.000s,NOT_RUN
"click(findTestObject(""Maintenance/Logout/div_Selengkapnya""))",Firefox 73.0,,,2020-02-27 10:54:36,2020-02-27 10:54:37,0.968s,PASSED
delay(5),Firefox 73.0,,,2020-02-27 10:54:37,2020-02-27 10:54:42,5.002s,PASSED
"click(findTestObject(""Maintenance/Keluar/div_Keluar""))",Firefox 73.0,,,2020-02-27 10:54:42,2020-02-27 10:54:43,0.705s,PASSED
closeBrowser(),Firefox 73.0,,,2020-02-27 10:54:43,2020-02-27 10:54:51,8.717s,PASSED
,,,,,,,
Test Cases/Maintenance 1,Firefox 73.0,,,2020-02-27 10:54:51,2020-02-27 10:55:39,47.768s,PASSED
"openBrowser("""")",Firefox 73.0,,,2020-02-27 10:54:52,2020-02-27 10:54:58,6.102s,PASSED
"navigateToUrl(""https://twitter.com"")",Firefox 73.0,,,2020-02-27 10:54:58,2020-02-27 10:55:03,5.257s,PASSED
delay(5),Firefox 73.0,,,2020-02-27 10:55:03,2020-02-27 10:55:08,5.002s,PASSED
"click(findTestObject(""Maintenance/Halaman Awal/div_Log in""))",Firefox 73.0,,,2020-02-27 10:55:08,2020-02-27 10:55:09,0.700s,PASSED
"setText(findTestObject(""Maintenance/Halaman Login/input_Phone email or username_sessionusername_or_email""), Username)",Firefox 73.0,,,2020-02-27 10:55:09,2020-02-27 10:55:10,1.151s,PASSED
"setText(findTestObject(""Maintenance/Halaman Login/input_Password_sessionpassword""), Password)",Firefox 73.0,,,2020-02-27 10:55:10,2020-02-27 10:55:11,0.570s,PASSED
"click(findTestObject(""Maintenance/Halaman Login/div_Log in""))",Firefox 73.0,,,2020-02-27 10:55:11,2020-02-27 10:55:14,3.024s,PASSED
delay(10),Firefox 73.0,,,2020-02-27 10:55:14,2020-02-27 10:55:24,10.004s,PASSED
"scrollToPosition(0, 9)",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.004s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"scrollToPosition(0, 99)",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
"scrollToPosition(0, 999)",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"scrollToPosition(0, 9999)",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"scrollToPosition(0, 0)",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.002s,NOT_RUN
delay(5),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"setText(findTestObject(""Maintenance/Search Mutualan""), ""mutualan rt"")",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.002s,NOT_RUN
delay(5),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Klik Span Mutualan RT""), STOP_ON_FAILURE)",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(20),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
"click(findTestObject(""Maintenance/Klik Tweet Pertama Mutualan""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.003s,NOT_RUN
"click(findTestObject(""Maintenance/Klik Retweet""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
"click(findTestObject(""Maintenance/Follow 1""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Follow 2""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(20),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Follow 3""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(15),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.002s,NOT_RUN
"click(findTestObject(""Maintenance/Follow 4""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Follow 5""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
delay(15),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
"click(findTestObject(""Maintenance/Button Close""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(5),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
"click(findTestObject(""Maintenance/Button Home""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
"click(findTestObject(""Maintenance/Button Explore""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(5),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
"click(findTestObject(""Maintenance/Show More Hastag""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"scrollToPosition(0, 9)",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"scrollToPosition(0, 99)",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"scrollToPosition(0, 999)",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"scrollToPosition(0, 9999)",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
"scrollToPosition(0, 0)",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(5),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Button Notifikasi""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Notification Mention""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.002s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
"click(findTestObject(""Maintenance/Button Message""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
"click(findTestObject(""Maintenance/Button List""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/List Subscribed""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/List Member""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Button Profile""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Tweet and Replies""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Profile - Media""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Profile - Likes""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.003s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.008s,NOT_RUN
"click(findTestObject(""Maintenance/Button Home""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Logout/div_Selengkapnya""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Setting and Privacy""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.005s,NOT_RUN
"click(findTestObject(""Maintenance/Setting - Privacy and safety""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Setting - Notification""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Setting - Content preferences""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
"click(findTestObject(""Maintenance/Setting - Display""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
"click(findTestObject(""Maintenance/Setting - Data Usage""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
"click(findTestObject(""Maintenance/Setting - Accessibility""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
"click(findTestObject(""Maintenance/Setting - About Twitter""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Button Home""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.003s,NOT_RUN
delay(15),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.000s,NOT_RUN
"click(findTestObject(""Maintenance/Logout/div_Selengkapnya""))",Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:24,0.689s,PASSED
delay(5),Firefox 73.0,,,2020-02-27 10:55:24,2020-02-27 10:55:29,5.002s,PASSED
"click(findTestObject(""Maintenance/Keluar/div_Keluar""))",Firefox 73.0,,,2020-02-27 10:55:29,2020-02-27 10:55:30,0.630s,PASSED
closeBrowser(),Firefox 73.0,,,2020-02-27 10:55:30,2020-02-27 10:55:39,9.276s,PASSED
,,,,,,,
Test Cases/Maintenance 1,Firefox 73.0,,,2020-02-27 10:55:39,2020-02-27 10:56:24,44.428s,PASSED
"openBrowser("""")",Firefox 73.0,,,2020-02-27 10:55:39,2020-02-27 10:55:45,5.194s,PASSED
"navigateToUrl(""https://twitter.com"")",Firefox 73.0,,,2020-02-27 10:55:45,2020-02-27 10:55:50,5.572s,PASSED
delay(5),Firefox 73.0,,,2020-02-27 10:55:50,2020-02-27 10:55:55,5.003s,PASSED
"click(findTestObject(""Maintenance/Halaman Awal/div_Log in""))",Firefox 73.0,,,2020-02-27 10:55:55,2020-02-27 10:55:56,0.738s,PASSED
"setText(findTestObject(""Maintenance/Halaman Login/input_Phone email or username_sessionusername_or_email""), Username)",Firefox 73.0,,,2020-02-27 10:55:56,2020-02-27 10:55:57,1.068s,PASSED
"setText(findTestObject(""Maintenance/Halaman Login/input_Password_sessionpassword""), Password)",Firefox 73.0,,,2020-02-27 10:55:57,2020-02-27 10:55:58,0.865s,PASSED
"click(findTestObject(""Maintenance/Halaman Login/div_Log in""))",Firefox 73.0,,,2020-02-27 10:55:58,2020-02-27 10:56:01,2.991s,PASSED
delay(10),Firefox 73.0,,,2020-02-27 10:56:01,2020-02-27 10:56:11,10.003s,PASSED
"scrollToPosition(0, 9)",Firefox 73.0,,,2020-02-27 10:56:11,2020-02-27 10:56:11,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:56:11,2020-02-27 10:56:11,0.002s,NOT_RUN
"scrollToPosition(0, 99)",Firefox 73.0,,,2020-02-27 10:56:11,2020-02-27 10:56:11,0.002s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:56:11,2020-02-27 10:56:11,0.002s,NOT_RUN
"scrollToPosition(0, 999)",Firefox 73.0,,,2020-02-27 10:56:11,2020-02-27 10:56:11,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-27 10:56:11,2020-02-27 10:56:11,0.002s,NOT_RUN
