Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"scrollToPosition(0, 999)",Firefox 73.0,,,2020-02-26 20:35:15,2020-02-26 20:35:15,0.017s,PASSED
delay(10),Firefox 73.0,,,2020-02-26 20:35:15,2020-02-26 20:35:25,10.002s,PASSED
"scrollToPosition(0, 9999)",Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.015s,PASSED
"sendKeys(findTestObject(null), Keys.chord(HOME))",Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
delay(5),Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
"setText(findTestObject(""Maintenance/Search Mutualan""), ""mutualan rt"")",Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.000s,NOT_RUN
delay(5),Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Klik Span Mutualan RT""), STOP_ON_FAILURE)",Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
delay(20),Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Klik Tweet Pertama Mutualan""))",Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Klik Retweet""))",Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Follow 1""))",Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.002s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Follow 2""))",Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
delay(20),Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Follow 3""))",Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
delay(15),Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Follow 4""))",Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Follow 5""))",Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
delay(15),Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Button Close""))",Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
delay(5),Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Button Home""))",Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.002s,NOT_RUN
delay(10),Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:25,0.001s,NOT_RUN
"click(findTestObject(""Maintenance/Button Explore""))",Firefox 73.0,,,2020-02-26 20:35:25,2020-02-26 20:35:34,8.507s,PASSED
"click(findTestObject(""Maintenance/Show More Hastag""))",Firefox 73.0,,,2020-02-26 20:35:34,2020-02-26 20:35:36,1.959s,PASSED
delay(10),Firefox 73.0,,,2020-02-26 20:35:36,2020-02-26 20:35:46,10.003s,PASSED
"scrollToPosition(0, 9)",Firefox 73.0,,,2020-02-26 20:35:46,2020-02-26 20:35:46,0.015s,PASSED
delay(10),Firefox 73.0,,,2020-02-26 20:35:46,2020-02-26 20:35:56,10.005s,PASSED
"scrollToPosition(0, 99)",Firefox 73.0,,,2020-02-26 20:35:56,2020-02-26 20:35:56,0.039s,PASSED
delay(10),Firefox 73.0,,,2020-02-26 20:35:56,2020-02-26 20:36:06,10.003s,PASSED
"scrollToPosition(0, 999)",Firefox 73.0,,,2020-02-26 20:36:06,2020-02-26 20:36:06,0.034s,PASSED
delay(10),Firefox 73.0,,,2020-02-26 20:36:06,2020-02-26 20:36:16,10.007s,PASSED
"scrollToPosition(0, 9999)",Firefox 73.0,,,2020-02-26 20:36:16,2020-02-26 20:36:16,0.023s,PASSED
"sendKeys(findTestObject(null), Keys.chord(HOME))",Firefox 73.0,,,2020-02-26 20:36:16,2020-02-26 20:36:16,0.001s,PASSED
